,Unnamed: 0,authors,doi,doiUrl,entities,id,inCitations,journalName,journalPages,journalVolume,outCitations,paperAbstract,pdfUrls,pmid,s2PdfUrl,s2Url,sources,title,venue,year
18776,203456.0,"[{'name': 'Jürgen Schmidhuber', 'ids': ['1724050']}]",,,"['Algorithm', 'Approximation', 'Artificial neural network', 'Computation', 'Experiment', 'Gradient descent', 'Kerrison Predictor', 'Recurrent neural network', 'Reinforcement learning']",07ff62cd1432440eae1778810c1f29536fcbbc94,"['675d381653da0d2825ae37ab06069a1525fafb79', '099802d4c33674b56c9fe0d54860fc368fcf1f88', 'a5cd11e81db6a178b820328e3341652e975c4862', '3cb6518d06e9a49782ae20006443e7916538101b', '5834994beae062100ff192dc7c4eafaee8332232', 'a9cae28455d069d98fd3de723ee3e6de29a4e68d', 'a0b03ad6f4933ea61cd8c0e8946b464a00833d7c', '1a03077067dfd15a235c6682026953a2c8c3c826', '66d95a9e67ae20d28741a1892c427471e438d9fe', '2d422e22085be42216bd4f1b5840600567d8bf4a', '5d6f03d183321bd04a46650293cf8fb646188f73', 'e25e514011e2f31a3961aba227ebab437209a6a9', '08b2ef6edca86c2acd9888cfe63df7db88ea6811', 'a2f328bb7dcd44e6e0973fd84447153ce5c36a28', 'a6353ce79d953fc7cee1d63868589f989fa5fd03', 'fe19096fe744a7ee4220239532941a3640f6e72a', '2a0e6578f71793d29f8272afae75f9d610e1da46', '63b6835c8fb31d91f503b8e08dff4bac8966c8cf', '79521a6d8814f9162ed1f7028e9e007c4df7181a', 'b559ad3d359b940e8e841f0e24465333d4b1c8bf', '01cbcef8f0608701d5975be282038a2ff61de401', 'f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125', '0b3cfbf79d50dae4a16584533227bb728e3522aa', 'c75646b4c7c2be3146d4100faa9709e87b566a29', '15cb633e4406557631beda53c01b9b867d39304e', '02f9ed5c3bf9b26a2c92f8c71efdb7e43cb2b35f', '8c1650cb7c313ca9134edff68952c3defd793d04', '1fac520eca9767bfe9a28302494c818642a2b2c7', '1758af38bc52fa09049af8d7c3f1edbe8fd7a5de', '082b1f5c791cadef18c4920ecc1396615a3fe7cb', '724ee5efd034d9a15dbb914380648cb9228e27a5', 'ac91740ae76ed9dbd853bddd6d1d9dc43bc55179', '136eeb4587e23f54771ce71b047a223c79903ec5']",,291-298,,"['420f2fd930251db10344c45adf75c3f38cb9d713', 'ad201d0dabb7f58730a60181eb51a36642ac6ea5', '4eb943bf999ce49e5ebb629d7d0ffee44becff94', 'f8620fb17d7e0e41c44c1e87fe3693daad0d30bd', '2245d7893aeebb06e9bbd990a1d21d4608951f5e', 'c61d139a2382760f560164e25e4be264de5dd59f']","Do you want your neural net algorithm to learn sequences? Do not limit yourself to conventional gradient descent (or approximations thereof). Instead, use your sequence learning algorithm (any will do) to implement the following method for history compression. No matter what your final goals are, train a network to predict its next input from the previous ones. Since only unpredictable inputs convey new information, ignore all predictable inputs but let all unexpected inputs (plus information about the time step at which they occurred) become inputs to a higher-level network of the same kind (working on a slower, self-adjusting time scale). Go on building a hierarchy of such networks. This principle reduces the descriptions of event sequences without 1088 of information, thus easing supervised or reinforcement learning tasks. Alternatively, you may use two recurrent networks to collapse a multi-level predictor hierarchy into a single recurrent net. Experiments show that systems based on these principles can require less computation per time step and many fewer training sequences than conventional training algorithms for recurrent nets. Finally you can modify the above method such that predictability is not defined in a yes-or-no fashion but in a continuous fashion.","['http://papers.nips.cc/paper/523-learning-unambiguous-reduced-sequence-descriptions.pdf', 'http://nips.djvuzone.org/djvu/nips04/0291.djvu', 'http://mediatum.ub.tum.de/doc/814808/242103.pdf']",,http://pdfs.semanticscholar.org/07ff/62cd1432440eae1778810c1f29536fcbbc94.pdf,https://semanticscholar.org/paper/07ff62cd1432440eae1778810c1f29536fcbbc94,['DBLP'],Learning Unambiguous Reduced Sequence Descriptions,NIPS,1991.0
20769,224939.0,"[{'name': 'Kenji Doya', 'ids': ['1714997']}, {'name': 'Shuji Yoshizawa', 'ids': ['2953344']}]",10.1016/0893-6080(89)90022-1,https://doi.org/10.1016/0893-6080(89)90022-1,"['Algorithm', 'Artificial neural network', 'Autonomous robot', 'Backpropagation', 'Central pattern generator', 'Computer simulation', 'Network model', 'Neuron', 'Recurrent neural network', 'Software propagation', 'Spatiotemporal pattern', 'Synaptic Package Manager']",fd0da2f1d2b95e5b62221a00ff132219d0c853b7,"['be373da84eb7dff8b2b265b8925a31628c81d694', '136a58f16d7689b94bc1e3c108b1d96a02389cf0', '6df5681bd1e9d8dec5aaeba7564a8954af58bd15', 'f7c18586199997d8521a51047b636eedcc83be60', 'ccfb7d247ca97723c29ca48a6e4ea5b78b29e5ef', '8bba26895022749e2273729f96051571eabc7b99', '82717358562e9e33f892ace0d426964503668a66', 'e1a353543b36a8d8a9841c5527933db2fe4d3ef8', '40eb3e09526e27b3c9583ff8247cab1546f721c4', '303690f70d8f6f9903865c10d6c1645ff8a3ab39', 'c7e8dc856cff55e42227949595d9f0cbc06c23d7', '01b7e1d6f852b987ae2ce7e12ea5097e46589f45', '0b3cfbf79d50dae4a16584533227bb728e3522aa', '5c581608e88193e09a99c72f58abccd05a4604b0', '514a1c9ff6a6919e4666c63b662b4c6f3da987be', '75b48368e37a02ad925cde8eeae7d234eb565b38', '635b682dedc9d0664220643803ef8eb3f6ea5a7a', '215ff56b53621b77bad32d10f4c79dee689a8ad6', '128364b485b14f7fa85f6af72ecf110aa76c1f06', 'a6e8cc50c21b1e0bacb6faf595a7f7a0ba5d20ed', '6e1106d6ce3a1506377a8a858532ab3656082fbf', '14c9dfa37b44fa65b6871809b141d162a029c9b3', '648d353273736d4e72810deeb5fd595927918689', 'ab3b35489630ca0148481f8a5e90798012adec74', '4bb6955dd631b83970599b59b3e5a3e5c7ad0240', '5c5d20f9da310e6de551985b03a05de953b3dd90', '74c52b5ce5c95bbcc0c7296d235991d11987273f', 'f779bcee9048f9619f00d00f0a0a1611d00a7d31', '00de6d10f422e1014dd603e77f99b7efc9b5fd78', '6956f8a7ca2da8669ad8edc4316a979ce5b51b41', '2f865dc99f8d85e9317c4024d8341ab6b3d3feca', '6e5bc1db71ab741ffbdee6f92dfc0d42ecfa4582', '90db1dd2818d65a91ada7b20e21fa6cd2a75cc87', '0724c8219db73af52ecd45cc6afeba3c12e7fe57', 'cd07c67b39d87c564df287185d75fea3b995b6a5', '41deae61c103c09aed851a451163fe4e44ba6d16', '76349e80da036d45e8e7aa8030a004d557f1f111', '9b6c5f9cd78725a3534132eb01a3b3adb8d6bb39', '710925aed3f09bad98854146b45082ae3f31a7b9', 'cccd3fd7a45e7643f26391bd539ffbede0690f36', '380e3599b466e83d480dc4ebc606f5ca29e014d1', '11540131eae85b2e11d53df7f1360eeb6476e7f4', '6c10e0c68f8ade0ca5169703fd9ee7c8c656541d', '986664a303c0dba30e2ac9e0529b951c3d461e8c', '61c8fb2ec450a9618aa318979d99fe1d2b748826', '5e6bd998e96df49285ec7df8af1270c0c8d9ac6d', 'a3f76a7ac6c0d0f4b5f6a27b01af8a5545b80e36', 'd599e5a0a42e603d960d77b84ea3e9f8dc3319fb', 'b57927b713a6f9b73c7941f99144165396483478', '08db972f190a9bfb54bc243d6a55197c2cbcb39a', '5995dd9289695fcae68353de0ee83cb887ea836e', '2907fc4feb076f20604d7181504221ca748d2075', '28ae277396554f2911819ee4ce5845afcb51514f', '10dae7fca6b65b61d155a622f0c6ca2bc3922251', '4cc2a29b33266a52afba78d9bd570f3480749aa8', '3116d3e2085938d827a39fd5e70f1c75cf659642', 'faf0eb40d98c52c0f1ff0171ce0b20828b4b961b', '047655e733a9eed9a500afd916efa566915b9110', '0420c8cb514ddfd2d587493b8d69510f2f5113b6', '27effe5b6f077bf9cef35832495ab651291b2909', '300f2b8cf6751351099ac527665683b1ea1366b0']",Neural Networks,375-385,2,"['bf1284889a1df9946e9a4a1cdaecb9b5807a4afe', '52b21a32cadb4d99672b80864160cc65ef264493', 'c0f1b78fa3679a5f514795ebd807f6b9a261f52e', '941a1813a5fc37c8309126339099a6c0945ccec0', 'f2b748b9ea96ab4f548d63653ae46ae17cea5a75', '9147abfb1d84e6910bab9561e2635cef36732852', '0da9d6bcb3944727ffb411f01d6a93da849df6f9', '3f4b7c4c439bd80670f1e8d1bfe6000d586c3100', '81aa35a5ab4dcebff9d254cef64cbb6ee80a8756', 'ddd7938b3804faf49c7fb3fbf5446f716510333b', 'b103ab9fcbfb603c511b0549a5d2f2754b1b9772', 'fb5d0a02096027737b844ff4b81851890e26d55a', '1db48b9f50ac534e9bf47f5fcb13a8e9b46470da', 'cdbfb3714e19680dafb3711d525b481c08a1566f', 'f8f2b7c91e1039d221a33e7796952943ca50a277', '24b9eebe49cf7e00cf50cf7b7d9243386a23fe7c', 'dc5ddadd6f85cae4de9c2c68bc0e17f72e114a9e', '052b1d8ce63b07fec3de9dbb583772d860b7c769']","A neural network model of temporal pattern memory in animal motor systems is proposed. First, the network receives an external oscillatory input with some desired wave form, then, after sufficient learning, the network autonomously oscillates in the previously given wave form. The network has three layers. Each of the units is a continuous-time continuous-output model neuron, which is not oscillatory by itself. The wave form of the autonomous oscillation is memorized in the connecting weights between the units. The back-propagation learning algorithm is modified and applied to the continuous-time recurrent networks. The abilities of the network and the learning algorithm are examined by computer simulations. Studies on such artificial neural oscillators will be helpful in understanding the roles of complex synaptic connections between the motorneurons and the interneurons observed in the motor nervous systems of animals. Keywords-Adaptive neural oscillator, Continuous-time back-propagation, Central pattern generator, Temporal pattern memory, Recurrent neural network. Periodic attractor.",['https://doi.org/10.1016/0893-6080(89)90022-1'],,,https://semanticscholar.org/paper/fd0da2f1d2b95e5b62221a00ff132219d0c853b7,['DBLP'],Adaptive neural oscillator using continuous-time back-propagation learning,Neural Networks,1989.0
29588,,"[{'name': 'Pierre Baldi', 'ids': ['1688887']}, {'name': 'Fernando J. Pineda', 'ids': ['30320952']}]",10.1162/neco.1991.3.4.526,https://doi.org/10.1162/neco.1991.3.4.526,"['Algorithm', 'Artificial neural network', 'Clamping (graphics)', 'Discrepancy function', 'Dynamical system', 'Gradient descent', 'Learning rule', 'Machine learning', 'Neural oscillation', 'Simulation', 'Unified Framework']",9b7861d28f653ead3e02f1ae5c07540b2d07346d,"['9a928cddb0f94a404c6a9b3ef3cb0cad8f3a1370', '2c9c000c52ede4a4fe9488c444120542ad7e83ec', '0b3cfbf79d50dae4a16584533227bb728e3522aa', 'a72df13fa64dcc35e6dab6e27af0ab50de9685a4', '6ed727bb726a4d4e42728f5f12a1da3d8cb59b05', '67d393763869e67874f61b4f13b95ae847e55e55', '107ef9cef29c6def0e6c8eea39fe9c0bf726f35f', 'a506e751cf2a28179bcd48c75a7d3f537c847f9a', '7099ad286d607623332618f50d79be526a201f6c', 'b101dd995c21aefde44fdacec799875d8cd943bc', 'a4c7358fe583b9775107c9af1052ef44e3116efb', '645fe4c3c8ae98c5f4254eec569e8f91bf293ffe', 'aed054834e2c696807cc8b227ac7a4197196e211', 'bac9de05e3f6b9c6340c4c696c5020237a7140c5', '2e5f2b57f4c476dd69dc22ccdf547e48f40a994c', '2a0e6578f71793d29f8272afae75f9d610e1da46']",Neural Computation,526-545,3,"['2ea4a33a468958de14303daaaba2349d0ed07b73', 'cb770273f8a3c3bfd47f34c545d603cb1b04240a', '734906f1bb0eaa751d34919216c7a30649793f29', 'f48e68fe808d72b8239bef9b132220c73742ed90', 'ea61d3d488522e63ef21add5cb62e0cb9a8d3fcc', 'bbc013685fa1213dc43e3a4f47289dd0d8cba0b2', '683c15c2aa93d372ab47fdf7a68d505e7dfe54de', '24b9eebe49cf7e00cf50cf7b7d9243386a23fe7c', 'abd1d4b24d13b8a5bfbcab3db994a3f33f058709', '2e3e09e48a7a62dc30efd8ef7fc4665a53e84d7a', 'fd1e0301c8d276aaa062710b4966e3913465ceb3', 'ff0adecc1a8bc5c16c0584390f42be9e1cb5ee9c', '00e6b6ea28c0217d7c7e90824c17b37528f69104']","The concept of Contrastive Learning (CL) is developed as a family of possible learning algorithms for neural networks. CL is an extension of Deterministic Boltzmann Machines to more general dynamical systems. During learning, the network oscillates between two phases. One phase has a teacher signal and one phase has no teacher signal. The weights are updated using a learning rule that corresponds to gradient descent on a contrast function that measures the discrepancy between the free network and the network with a teacher signal. The CL approach provides a general unified framework for developing new learning algorithms. It also shows that many different types of clamping and teacher signals are possible. Several examples are given and an analysis of the landscape of the contrast function is proposed with some relevant predictions for the CL curves. An approach that may be suitable for collective analog implementations is described. Simulation results and possible extensions are briefly discussed together with a new conjecture regarding the function of certain oscillations in the brain. In the appendix, we also examine two extensions of contrastive learning to time-dependent trajectories.","['http://www.researchgate.net/profile/Pierre_Baldi/publication/30770988_Contrastive_learning_and_neural_oscillations/links/09e4150f5afcf16599000000.pdf', 'https://doi.org/10.1162/neco.1991.3.4.526', 'http://authors.library.caltech.edu/13269/1/BALnc91a.pdf']",,http://pdfs.semanticscholar.org/9b78/61d28f653ead3e02f1ae5c07540b2d07346d.pdf,https://semanticscholar.org/paper/9b7861d28f653ead3e02f1ae5c07540b2d07346d,['DBLP'],Contrastive Learning and Neural Oscillations,Neural Computation,1991.0
45923,,"[{'name': 'Michael C. Mozer', 'ids': ['1703960']}]",,,"['Artificial neural network', 'Backpropagation', 'Computation', 'Computational problem', 'Connectionism', 'Experiment', 'File spanning', 'Recurrent neural network', 'Simulation', 'Software propagation', 'Unfolding (DSP implementation)']",e141d68065ce638f9fc4f006eab2f66711e89768,"['3b4fe92af7344b9e8f57d070a7d9b3aca4ea9448', '1fac520eca9767bfe9a28302494c818642a2b2c7', '850e994c086e95c8d8c2ba3c90e53104a0fa709e', '29085cdffb3277c1c8fd10ac09e0d89452c8db83', '43b49d136cbc608496a96438de822dc945b7df94', '49ea1ae95b979cf1d2f2840c901cf2626190faec', '09d31d6936308b3492f4cbf9e90cfa299bc58c63', '3cb6518d06e9a49782ae20006443e7916538101b', '5d957b88d7992eb86f4283599e35cd5eb494832f', '0ca2bd0e40a8f0a57665535ae1c31561370ad183', '63b6835c8fb31d91f503b8e08dff4bac8966c8cf', '3d2efd7f4f36ba2462a28c12e846bba93a638d8c', '028927a92dad5ca2860a1c8fb4863dfd1d8c5704', '5df440579ce3c8ab04810933e1a5a7a809dae1bd', '43fc4bacab585ee771bbb885afdc164286c6f020', '1cb39bf24c51236937e5d695145589114b9f8042', '5d6f03d183321bd04a46650293cf8fb646188f73', '322d54a9fca661a0bbbd6797123a8ff51135b83b', '106cedce1ca9d38bd4a4b6f7b5095cc3cf2491f7', '007edaffa4de3ad62a025179a60e634855a5f55a', '3759637f146ab59d799dfd19efb4b1db4356cd02', 'fbbf93af14f14f69ab1941f9d7f394edf809a088', '97d6e662ff28f8d12bed9d68ed81adade80139ab', '0b3cfbf79d50dae4a16584533227bb728e3522aa', '65c0712514efa9139fce00bb17362c6cc0779950', '08b2ef6edca86c2acd9888cfe63df7db88ea6811', 'b63a6c455a24b347f6e5513b454592cc16565d6e', '082b1f5c791cadef18c4920ecc1396615a3fe7cb', '099802d4c33674b56c9fe0d54860fc368fcf1f88', '15203262d4fcdecc02bdc14b6915540bbcce0425', 'af86194acd7786dc04c32a790f0eb779714032fa', '2e5f2b57f4c476dd69dc22ccdf547e48f40a994c', 'a9cae28455d069d98fd3de723ee3e6de29a4e68d', '3b1588bd02703baec208c924562e0cf00b48ba1c', 'aed054834e2c696807cc8b227ac7a4197196e211', 'e9fac1091d9a1646314b1b91e58f40dae3a750cd', '15cb633e4406557631beda53c01b9b867d39304e', '1d518d10abf5eab9f4e1b90314b5c328355a7304', '05615cea5443ba83d17f77c8aabe0a6c7087b0a8', 'c8735bb295fb61eb566e014291389f3be873c2c0', 'f916b43b4a521bd61d21d6384f9f213066cb60b3', '9dff28012ae3fa8fafce3a05a7b34ea5c7a22443', 'ded630362721a5beabdbd9c35ab3fb167fc71987', 'b559ad3d359b940e8e841f0e24465333d4b1c8bf', '2376a0c370cfa71046cccbff3831988d4ddd3fc4', 'a7028379cb5227dd360992f9b81bdc2569c854ce', '6f3ef4dc70d7b56345c16fd2101640276168d348', '6fa495657171e8096ec42b37e22eb3b4d73394f6', 'ed454caf5710c005dfac76a284300a246ba58433', '2a0e6578f71793d29f8272afae75f9d610e1da46', '2d422e22085be42216bd4f1b5840600567d8bf4a', '05a15eb25b90679bb8337aa1c10e34e567a17112', '1c0ba6ba83e094eefc012d2a3ceac6e7a6d0c40d', '049eb90cadda01e3e6b08e66e10731b4a797a513', 'af1fc37b7402df0d26583b7a1ba27fbe9883ed3d', '0f418b9985804a710d27bf97ac6356d6eb62d470', 'ff65b801d11484c70ca44f56ccfad52e9474fa73', 'fed20d02dc1f995f995244b7bddf1b1f272da7c4', '2d408e356f0a10e9dc89e5e263718206ff6b2715', '65fc2022815ceccb9a68602fc9b35c1a4e824ee6', '0e9822e6c78b752f13ccf2943a8e41f9997f4a22', '2eaa5ae9928dc50b96308962e68d2a8563f8dcf9', '3ea5522b60e659174f520e687b2409a64249be5e', 'f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125', 'f57da522f6a4d09072c35c3174779ac3bfb2d00d', '126df9f24e29feee6e49e135da102fbbd9154a48', 'c40d628c18270d299d9a0bfda1dbd79c559c3249', '25bdc473f8377c1200adbd691fbb3cc77fa7bf70', 'b1ba32c3ed855055a720e31b9925ff8cc580de39', '2109b2d88893a3afcf920895a2515e2926f4eba9', 'ccf8f50b96b277b03f2202466476cb4dc2a77459', 'c75646b4c7c2be3146d4100faa9709e87b566a29', '030ba5a03666bf4c3a17c64699f8de8ec13d623b', '7b8a0e903e336417fabecd608f1eec3e16bc934f', '29f49280a3bb9cd761b339e140f20bda3815d763', '0d0ec3569639ae05a11c816375a9ac71e34a9b67', '2e2fbb357a1e575f2371e324ff269d97f51c2c05', '75b48368e37a02ad925cde8eeae7d234eb565b38', '8fd8f610af21b2d0243ed096aa8bb89e7da98eb1', 'ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2', '06bae254319f8d39e80c7254c841787b45baf820', '5bdf815cbdaa749dcb0fe406f6c2aae4d6ab208d', '1710eca73b2679ed76c5ff2eab50cc6026fb3da0']",,275-282,,"['c69201d091dd92699fd90a17b9e3407319726791', '8adb8257a423f55b1f20ba62c8b20118d76a25c7', 'af7802a50a8c294ebfd539ad72158475e5ecd9f2', '7a4038ec7f07b3d765260b9f17da386a85d4f7d1', 'd76aafbeb54575859441a442376766c597f6bb52', '2c57c7118254d9bd3d15efaca141e87ff4bf4bf3', '02edd775274032afa9fd0420386d38ba3a58c18a', '84fb8a8608ad432c68ee7b51edd60e0b784b379b', 'fe38d8670f6c7f959a1495869b9cf6a74d34b814']","Learning structure in temporally-extended sequences is a diicult computational problem because only a fraction of the relevant information is available at any instant. Although variants of back propagation can in principle be used to nd structure in sequences, in practice they are not suuciently powerful to discover arbitrary contingencies, especially those spanning long temporal intervals or involving high order statistics. For example, in designing a connectionist network for music composition, we have encountered the problem that the net is able to learn musical structure that occurs locally in time|e.g., relations among notes within a musical phrase|but not structure that occurs over longer time periods|e.g., relations among phrases. To address this problem, we require a means of constructing a reduced description of the sequence that makes global aspects more explicit or more readily detectable. I propose to achieve this using hidden units that operate with diierent time constants. Simulation experiments indicate that slower timescale hidden units are able to pick up global structure, structure that simply can not be learned by standard back propagation. Many patterns in the world are intrinsically temporal, e.g., speech, music, the unfolding of events. Recurrent neural net architectures have been devised to accommodate time-varying sequences. For example, the architecture shown in Figure 1 can map a sequence of inputs to a sequence of outputs. Learning structure in temporally-extended sequences is a diicult computational problem because the input pattern may not contain all the task-relevant information at any instant. Thus,","['ftp://ftp.cs.colorado.edu/users/mozer/papers/multiscale.ps', 'http://nips.djvuzone.org/djvu/nips04/0275.djvu']",,http://pdfs.semanticscholar.org/e141/d68065ce638f9fc4f006eab2f66711e89768.pdf,https://semanticscholar.org/paper/e141d68065ce638f9fc4f006eab2f66711e89768,['DBLP'],Induction of Multiscale Temporal Structure,NIPS,1991.0
45150,,"[{'name': 'Jordan B. Pollack', 'ids': ['1804454']}]",,,"['Arbitrary code execution', 'Artificial neural network', 'Automata theory', 'Bifurcation theory', 'Categorization', 'Chaos theory', 'Dynamical system', 'Finite-state machine', 'Fractal', 'NP-hardness', 'Network architecture', 'Nonlinear system', 'Onset (audio)', 'Recurrent neural network']",415dca031402b5186c0c8bf00ca7bb60bfedb986,"['fee8ec18a3daa79c02a2b3c692d5777f0e2dfb75', '0b3cfbf79d50dae4a16584533227bb728e3522aa', '030ba5a03666bf4c3a17c64699f8de8ec13d623b']",,619-626,,"['c9ee2cbaf312c4e44d60a0ed47961cebe06dc6dd', '779b6db80728786392fff652d968c4a87ea68de0', '52728a99829792c3272043842455f3a110e841b1', 'c5810e593735244611a14d6097809b1db3b274f6', '4eb943bf999ce49e5ebb629d7d0ffee44becff94', 'c321c8d9d9231ddfe661a03ae7b872adab3fc3fe', '7d8ef0d95c2bb39eb5939898fd8b735627a3d356', '90d214738f7e78e5a94fb663a145e93d105979e8', '25c19c8c1d6778a16f8b27beac4d9c6a55357580']","A higher order recurrent neural network architecture learns to recognize and generate languages after being ""trained"" on categorized exemplars. Studying these networks from the perspective of dynamical systems yields two interesting discoveries: First, a longitudinal examination of the learning process illustrates a new form of mechanical inference: Induction by phase transition. A small weight adjustment causes a ""bifurcation"" in the limit behavior of the network. This phase transition corresponds to the onset of the network's capacity for generalizing to arbitrary-length strings. Second, a study of the automata resulting from the acquisition of previously published languages indicates that while the architecture is NOT guaranteed to find a minimal finite automata consistent with the given exemplars, which is an NP-Hard problem, the architecture does appear capable of generating nonregular languages by exploiting fractal and chaotic dynamics. I end the paper with a hypothesis relating linguistic generative capacity to the behavioral regimes of non-linear dynamical systems.","['http://papers.nips.cc/paper/298-language-induction-by-phase-transition-in-dynamical-recognizers.pdf', 'http://nips.djvuzone.org/djvu/nips03/0619.djvu']",,http://pdfs.semanticscholar.org/415d/ca031402b5186c0c8bf00ca7bb60bfedb986.pdf,https://semanticscholar.org/paper/415dca031402b5186c0c8bf00ca7bb60bfedb986,['DBLP'],Language Induction by Phase Transition in Dynamical Recognizers,NIPS,1990.0
34302,,"[{'name': 'Mark B. Ring', 'ids': ['11023955']}]",,,"['Feedback', 'Recurrent neural network']",c75646b4c7c2be3146d4100faa9709e87b566a29,"['22c04d08a081f602eb01201ad988fb0291b00d29', 'f033a847da75fed5c46b3d69e57b1e80560691cd', '5776d0fea69d826519ee3649f620e8755a490efe', '2d408e356f0a10e9dc89e5e263718206ff6b2715', '773dd507c7a2315848af3594a94b96a463af412f', '5253cd177eb00172a983fb00241323de9e654a20', 'ee5ee2785d25c1c18979df3ad285bbb4e0d83003', 'a481ef233939b74448d18fb342f251def5db12f5', '0b3cfbf79d50dae4a16584533227bb728e3522aa', '0556b8a51efa3063e0896ca1cf5f8851ee691b9a', '7833be70730d1db1d567b703b6d4a1a67ca49ae0', 'b559ad3d359b940e8e841f0e24465333d4b1c8bf', 'f0b9dc64f6df004d3f776031050317f0a7fb1bdc', 'aed054834e2c696807cc8b227ac7a4197196e211', '007edaffa4de3ad62a025179a60e634855a5f55a', '2e5f2b57f4c476dd69dc22ccdf547e48f40a994c', '08b2ef6edca86c2acd9888cfe63df7db88ea6811', '4e7935d5592e2421e71f85d136214ff6be9bad07', '844aa3147d9d867bf2da0c5438f94a7644795aa7', '97820337ef3876534cae73b3ba28748ae1f54b7d', '082b1f5c791cadef18c4920ecc1396615a3fe7cb', '030ba5a03666bf4c3a17c64699f8de8ec13d623b', '5bdf815cbdaa749dcb0fe406f6c2aae4d6ab208d', '3cb32524f2eca33f3e89fa8916f6910ca2a7cf55', '75b48368e37a02ad925cde8eeae7d234eb565b38', '5834994beae062100ff192dc7c4eafaee8332232', 'bf3873cc5cc403a832f86033e63e8d8a2c46c94b', '126df9f24e29feee6e49e135da102fbbd9154a48', 'ec5540f6da71eb79a18bbcacb48b8ea847cad120', '5d6f03d183321bd04a46650293cf8fb646188f73']",,115-122,,"['1e5e33dd50232406d4a83a328e0266ea436de533', 'e141d68065ce638f9fc4f006eab2f66711e89768', '8adb8257a423f55b1f20ba62c8b20118d76a25c7', '07ff62cd1432440eae1778810c1f29536fcbbc94', '408f31b7f1a1b9f4a13ea797b6253585ff361430', '4eb943bf999ce49e5ebb629d7d0ffee44becff94', '9c34c574c926f40972b92cee1ae9816c4abe42b3', '2f337a8f9942a9f3d58525503b782400715537de', '8e0255de95f7320e2343a7f6576ebddaf144dc9f', 'a64ca771a733d58dcbf8f7a3fe65a09310424bf8']","An incremental, higher-order, non-recurrent network combines two properties found to be useful for learning sequential tasks: higherorder connections and incremental introduction of new units. The network adds higher orders when needed by adding new units that dynamically modify connection weights. Since the new units modify the weights at the next time-step with information from the previous step, temporal tasks can be learned without the use of feedback, thereby greatly simplifying training. Furthermore, a theoretically unlimited number of units can be added to reach into the arbitrarily distant past. Experiments with the Reber grammar have demonstrated speedups of two orders of magnitude over recurrent networks.","['http://papers.nips.cc/paper/660-learning-sequential-tasks-by-incrementally-adding-higher-orders.pdf', 'http://nips.djvuzone.org/djvu/nips05/0115.djvu', 'http://www.cs.utexas.edu/users/ring/NIPS5.ps.Z']",,http://pdfs.semanticscholar.org/d0dd/604b2b29bbc0adee2b71bbabca5d5ad3cd54.pdf,https://semanticscholar.org/paper/c75646b4c7c2be3146d4100faa9709e87b566a29,['DBLP'],Learning Sequential Tasks by Incrementally Adding Higher Orders,NIPS,1992.0
